address,city,date,id,injured,killed,source,state
12880 E Mississippi Ave,Aurora,2020-05-14,1681373,1,0,https://www.9news.com/article/news/crime/waffle-house-employee-recovering-at-home-after-late-night-shooting/73-961b69b9-7858-471f-8afc-b267aad8964f,Colorado
3600 block of Belmont St,Greensboro,2020-05-14,1680110,1,0,https://myfox8.com/news/1-victim-taken-to-hospital-after-shooting-on-belmont-street-in-greensboro/,North Carolina
York st and Essex st,Bangor,2020-05-14,1681031,0,0,https://bangordailynews.com/2020/05/21/news/bangor/hermon-man-arrested-in-bangor-shooting/,Maine
Young St and 14th Ave,Middletown,2020-05-14,1680104,1,0,https://local12.com/news/local/middletown-police-identify-suspect-in-shooting-of-teenage-girl-cincinnati,Ohio
200 block of E Hanover St,Trenton,2020-05-14,1680102,1,0,https://www.trentonian.com/news/two-shootings-dead-body-found-since-mayor-reed-gusciora-eases-curfew/article_ccc5fffe-9623-11ea-a9fb-5333eabc953a.html,New Jersey
100 block of Pennington Ave,Trenton,2020-05-14,1680096,1,0,https://www.trentonian.com/news/two-shootings-dead-body-found-since-mayor-reed-gusciora-eases-curfew/article_ccc5fffe-9623-11ea-a9fb-5333eabc953a.html,New Jersey
I-84,Troutdale,2020-05-14,1680068,1,0,https://www.koin.com/news/crime/police-activity-chase-osp-troutdale-i84-05142020/,Oregon
Seventh Ave and Division St,Ritzville,2020-05-14,1680081,0,1,https://www.yaktrinews.com/ritzville-murder-suspect-shot-dad-multiple-times-while-he-was-sleeping-authorities-say/,Washington
3700 block of S Walcott St,Indianapolis,2020-05-14,1679322,1,0,https://www.wishtv.com/news/crime-watch-8/man-in-serious-condition-after-shooting-on-south-side/,Indiana
I-5,Lakewood,2020-05-14,1680072,1,0,https://katu.com/news/local/freeway-gunman-sought-after-woman-shot-in-elbow-on-i-5,Washington
1600 block of Belmont Ave,Toledo,2020-05-14,1680070,1,0,https://www.13abc.com/content/news/Man-shot-inside-Belmont-Ave-home-early-Thursday-570464221.html,Ohio
1300 block of N Spring Ave,Sioux Falls,2020-05-14,1680059,0,0,https://www.argusleader.com/story/news/crime/2020/05/18/juvenile-charged-adult-spring-avenue-shooting-police-say/5213640002/,South Dakota
2600 block of Summer Leaves Ct,Charleston,2020-05-14,1680047,1,0,https://www.live5news.com/2020/05/14/man-wounded-west-ashely-shooting/,South Carolina
4600 block of Mountain View Dr,Anchorage,2020-05-14,1682128,1,0,https://www.ktva.com/story/42130616/apd-investigating-thursday-morning-shooting-at-mountain-view-drive-gas-station,Alaska
Woodstone Dr,Charlotte,2020-05-14,1680041,1,0,https://www.wbtv.com/2020/05/14/woman-injured-shooting-near-scene-recent-violent-crime/,North Carolina
20 block of Crestfair Dr,Camden,2020-05-14,1680090,0,1,https://www.nj.com/camden/2020/05/deadly-early-morning-camden-shooting-under-investigation.html,New Jersey
Stoneybrook St and Stillmeadow Ave SW,Canton,2020-05-14,1679316,0,0,https://www.cantonrep.com/news/20200513/perry-man-fires-gun-while-police-chase,Ohio
50 block of Norwood St,Newark,2020-05-14,1680789,0,0,https://www.rlsmedia.com/article/shotspotter-activation-alerts-police-newark-west-ward-shooting,New Jersey
58th St and W Thompson St,Philadelphia,2020-05-14,1679308,1,0,https://philadelphia.cbslocal.com/2020/05/14/police-woman-injured-in-west-philadelphia-shooting/,Pennsylvania
1600 block of Maumee Dr,Allentown,2020-05-14,1680784,1,0,https://www.wfmz.com/news/area/lehighvalley/salisbury-man-claims-he-accidentally-shot-victim-after-scuffle/article_d791091a-96c3-11ea-bf20-77116ca90be6.html,Pennsylvania
1200 block of Colton St,Toledo,2020-05-14,1680776,1,0,https://www.toledoblade.com/local/police-fire/2020/05/15/south-toledo-man-shot-in-the-knee/stories/20200515088,Ohio
4490 Magnolia St,Beaumont,2020-05-14,1680767,1,0,https://www.12newsnow.com/article/news/crime/beaumont-police-search-for-suspect-involved-in-convenience-store-shooting/502-bd2caa2f-0e9e-4c52-ad7d-0a6dcc69f2c5,Texas
4000 block of Peck St,Saint Louis,2020-05-14,1679922,0,1,https://fox2now.com/news/missouri/child-dies-from-apparent-self-inflicted-gunshot-wound/,Missouri
8718 Rockaway Beach Blvd,Far Rockaway,2020-05-14,1679375,1,1,https://www.nydailynews.com/new-york/nyc-crime/ny-man-shot-dead-another-wounded-queens-bodega-20200515-k5aeciuoonflba5enqe5twuxtq-story.html,New York
420 W 8th St,Holton,2020-05-14,1680720,0,0,https://www.wibw.com/content/news/Holton-man-arrested-for-unlawfully-firing-gun-570527351.html,Kansas
N Chadbourne St and E 7th St,San Angelo,2020-05-14,1680694,0,0,https://www.conchovalleyhomepage.com/crime/two-suspects-facing-federal-charges-after-police-seize-several-guns-narcotics-thursday/,Texas
3500 block of E Four Ridge Rd,Imperial,2020-05-14,1680688,0,0,https://www.myleaderpaper.com/news/police_fire/imperial-man-arrested-for-allegedly-shooting-at-neighbor-s-home/article_4a4df232-96d9-11ea-bd82-9b9d48ed2e80.html,Missouri
E 7th St and B St,Sioux City,2020-05-14,1681382,0,0,https://siouxlandnews.com/news/local/vehicle-weapon-recovered-following-south-sioux-city-drive-by-shooting,Nebraska
E 4th St and Reading Ave,Pueblo,2020-05-15,1680223,1,1,https://www.chieftain.com/news/20200516/man-shot-by-police-idrsquod-in-pueblo,Colorado
N 33rd Ave and Emerson Ave,Minneapolis,2020-05-15,1680852,3,0,https://www.startribune.com/2-minneapolis-shootings-wound-at-least-5/570530562/,Minnesota
13223 Champions Centre Dr,Houston,2020-05-15,1680008,0,1,https://cityofhouston.news/investigation-into-fatal-shooting-at-13223-champions-centre-drive/?utm_source=rss&utm_medium=rss&utm_campaign=investigation-into-fatal-shooting-at-13223-champions-centre-drive,Texas
11247 Lemond Dr,Houston,2020-05-15,1680662,1,0,https://cityofhouston.news/investigation-into-shooting-at-11247-lemond-drive/?utm_source=rss&utm_medium=rss&utm_campaign=investigation-into-shooting-at-11247-lemond-drive,Texas
2600 Graceland Dr NE,Albuquerque,2020-05-15,1680533,0,1,https://www.abqjournal.com/1457538/police-identify-man-slain-in-ne-abq.html,New Mexico
400 block of Curtis St,Middletown,2020-05-15,1680857,0,1,https://www.wlwt.com/article/man-accused-of-murder-arrested-in-middletown-police-id-shooting-victim/32517519,Ohio
Hereford St and E Warren Ave,Detroit,2020-05-15,1680510,1,0,https://www.facebook.com/TheDetroitScanner/posts/3333980819959283,Michigan
5800 block of Ashland Ave,Philadelphia,2020-05-15,1680651,1,0,https://6abc.com/16-year-old-male-shot-in-southwest-philadelphia-listed-in-critical-condition-police/6186972/,Pennsylvania
1004 N Stadium Blvd,Columbia,2020-05-15,1680650,0,0,https://www.columbiatribune.com/news/20200515/columbia-police-investigating-shots-fired-early-friday,Missouri
3800 block of Sullivan Ave,Saint Louis,2020-05-15,1680648,1,0,https://www.kmov.com/news/homicide-detectives-investigating-after-15-year-old-is-shot-in-north-city/article_6fada000-96f6-11ea-aad7-fbe4648002ff.html,Missouri
1000 block of Lomo St,Fort Worth,2020-05-15,1680633,0,1,https://www.star-telegram.com/news/local/crime/article242761746.html,Texas
2800 block of E 11th St,Odessa,2020-05-15,1682780,0,0,https://www.yourbasin.com/news/local-news/two-charged-in-armed-robbery/,Texas
Boone Ct and W King St,Pottstown,2020-05-15,1680626,1,0,https://www.wfmz.com/news/area/southeastern-pa/man-shot-in-pottstown-police-say/article_846fc238-9710-11ea-bcd8-8756ee370339.html,Pennsylvania
1700 block of Rodgers St,Athens,2020-05-15,1682777,0,0,https://www.waff.com/2020/05/18/athens-woman-shoots-passing-driver-while-aiming-another-car-police-say/,Alabama
Vine St,Athens,2020-05-15,1682768,1,0,https://www.waff.com/2020/05/18/athens-woman-shoots-passing-driver-while-aiming-another-car-police-say/,Alabama
S 11th St and Foster Ave,Gadsden,2020-05-15,1681037,0,1,https://www.gadsdentimes.com/news/20200519/two-more-charged-in-fatal-shooting,Alabama
Mountain St,Carson City,2020-05-15,1684374,0,0,https://www.nevadaappeal.com/news/man-pulls-knife-on-deputy-deputy-wins-carson-city-sheriffs-office-says/,Nevada
N/A,Tom Green (county),2020-05-15,1682710,0,0,,Texas
2000 block of N Lehman Rd,Peoria,2020-05-15,1680913,0,1,https://week.com/2020/05/16/violent-night-in-peoria-leaves-one-man-dead-in-officer-involved-shooting-another-three-injured-in-separate-incident/,Illinois
200 S 40th St,San Diego,2020-05-15,1680965,0,1,https://timesofsandiego.com/crime/2020/05/20/juan-galvan-27-idd-as-fatal-shooting-victim-near-shelltown-home/,California
9900 block of Wayne Rd,Romulus,2020-05-15,1682682,0,0,https://www.thenewsherald.com/news/suspects-who-allegedly-robbed-man-at-gunpoint-fired-shots-at-romulus-police-get-1m-bond/article_2d82079c-9940-11ea-9aa2-bf90e2083aad.html,Michigan
Lanark St and Casino Ave,Detroit,2020-05-15,1680498,1,0,https://www.detroitnews.com/story/news/local/detroit-city/2020/05/18/driver-sought-shooting-detroits-east-side/5216395002/,Michigan
1420 Princeton Ave,Detroit,2020-05-15,1682666,0,0,https://www.mlive.com/news/kalamazoo/2020/05/police-identify-kalamazoo-man-23-as-victim-in-fatal-northside-shooting.html,Michigan
Pioneers Blvd and S 84th St,Lincoln,2020-05-15,1681346,0,0,https://www.lincoln.ne.gov/city/police/stats/cfsfri.htm,Nebraska
E 182nd St and Third Ave,Bronx,2020-05-15,1680482,0,1,https://www.nydailynews.com/new-york/nyc-crime/ny-two-men-charged-bronx-murder-20200516-cckaxdli6jelxkgrpwaevuheum-story.html,New York
N/A,Beulah,2020-05-15,1683588,0,0,https://www.chieftain.com/news/20200519/pueblo-crime-beat-stolen-vehicle-gun-recovered,Colorado
S Lamar Blvd,Oxford,2020-05-15,1680592,1,1,https://www.oxfordeagle.com/2020/05/15/arkansas-murder-suspect-shot-and-killed-following-pursuit-in-oxford/,Mississippi
1613 7th St,Monroe,2020-05-15,1683568,0,0,https://www.hannapub.com/ouachitacitizen/news/crime/mpd-arrest-monroe-man-for-possession-of-drugs-assault-rifles/article_212f8042-99da-11ea-a456-67b15c130028.html,Louisiana
Louisana Ave and Day St,Alexandria,2020-05-15,1680804,0,1,https://klax-tv.com/shooting-suspect-wanted-for-attempted-second-degree-murder/,Louisiana
N/A,Pittsfield,2020-05-15,1682653,1,0,"https://www.berkshireeagle.com/stories/pittsfield-shooting-victim-was-out-on-covid-19-release,604916",Massachusetts
Robinwood St and Fenelon St,Detroit,2020-05-15,1681206,0,1,https://www.clickondetroit.com/news/local/2020/05/19/family-remembers-19-year-old-murdered-on-detroits-east-side/,Michigan
3300 block of Linden St,Baton Rouge,2020-05-15,1681324,0,1,https://www.theadvocate.com/baton_rouge/news/crime_police/article_5daa89ee-96c0-11ea-89e4-13bf6fa22c7e.html,Louisiana
N/A,Detroit,2020-05-15,1681314,1,0,https://www.facebook.com/TheDetroitScanner/posts/3334906786533353,Michigan
3119 block of Bay St,Houston,2020-05-15,1680729,0,1,https://cityofhouston.news/suspect-arrested-charged-in-fatal-shooting-at-3119-bay-street/?utm_source=rss&utm_medium=rss&utm_campaign=suspect-arrested-charged-in-fatal-shooting-at-3119-bay-street,Texas
1066 E Carpenter Rd,Flint,2020-05-15,1681200,1,0,https://www.freep.com/story/news/local/michigan/2020/05/18/customer-flint-liquor-store-shot-after-fight-over-customer-limitations/5217028002/,Michigan
Frankfort St and Somerset Ave,Detroit,2020-05-15,1681313,0,0,https://www.facebook.com/TheDetroitScanner/posts/3334856713205027,Michigan
Rockdale St and Fenkell Ave,Detroit,2020-05-15,1681301,0,0,https://www.facebook.com/TheDetroitScanner/posts/3335283709828994,Michigan
Hubbell Ave and Florence St,Detroit,2020-05-15,1681298,1,0,https://www.facebook.com/TheDetroitScanner/posts/3335167839840581,Michigan
Leboeuf St and Newton St,New Orleans,2020-05-15,1681294,1,0,https://www.fox8live.com/2020/05/15/nopd-one-man-injured-after-algiers-shooting/,Louisiana
N Western Ave and W 10th St,Crowley,2020-05-15,1682590,0,1,https://www.theadvocate.com/acadiana/news/crime_police/article_1adbb65c-96c9-11ea-8e06-5bd443da0dd5.html,Louisiana
Howard Ave and Woodcliff St,Boston,2020-05-15,1680518,0,0,https://www.bostonglobe.com/2020/05/15/metro/man-27-arrested-firearms-charges-after-car-crash-roxbury/?camp=bg:brief:rss:feedly&rss_id=feedly_rss_brief,Massachusetts
1301 W Wheatland Rd,Dallas,2020-05-15,1680740,1,1,https://www.dallasnews.com/news/crime/2020/05/19/1-man-killed-1-injured-in-shooting-outside-red-bird-apartment-complex/,Texas
2600 block of E Vernor Hwy,Detroit,2020-05-15,1680507,1,0,https://www.facebook.com/TheDetroitScanner/posts/3333671909990174,Michigan
Gratiot Ave and French Rd,Detroit,2020-05-15,1680505,1,0,https://www.facebook.com/TheDetroitScanner/posts/3333704016653630,Michigan
7698 Colonial Point Ln,Gloucester Point,2020-05-15,1680279,0,1,https://www.wavy.com/news/local-news/gloucester/two-individuals-including-one-teen-now-wanted-in-shooting-death-of-man-in-gloucester/,Virginia
1700 Allen St,Kelso,2020-05-15,1680837,0,2,https://www.kptv.com/news/police-woman-shot-killed-by-her-childs-grandfather-in-murder-suicide-outside-kelso-convenience-store/article_9fc92c94-9928-11ea-8059-4fd7739438df.html,Washington
2727 Alcorn Dr,Vicksburg,2020-05-15,1680419,0,1,https://www.vicksburgnews.com/homicide-accomplice-on-the-run-in-yazoo-county/,Mississippi
415 Tiffintown Rd,Vicksburg (Bovina),2020-05-15,1681237,1,0,https://www.vicksburgpost.com/2020/05/16/warren-county-man-arrested-and-charged-with-shooting-his-sister/,Mississippi
Pine Str and Cliff st,Waterbury,2020-05-15,1684217,0,0,https://www.ctpost.com/policereports/article/CT-cops-looking-for-man-wanted-in-2-shootings-15243468.php,Connecticut
N/A,Paducah,2020-05-15,1682531,0,0,http://westkentuckystar.com/News/Local-Regional/McCracken-County/Investigation-Leads-to-Gun-Charge-for-Paducah-Man.aspx,Kentucky
1300 block of Tulsa St E,Wichita,2020-05-15,1681266,0,0,https://www.kwch.com/content/news/Wichita-police-investigate-drive-by-shooting-caught-on-camera-570417811.html,Kansas
1900 block of N Burns St,Wichita,2020-05-15,1680705,1,0,https://www.kwch.com/content/news/Man-injured-in-North-Riverside-shooting-570497851.html,Kansas
3800 block of Old York Rd,Baltimore,2020-05-15,1681253,2,0,https://www.wbaltv.com/article/16-year-old-boy-woman-shot-north-baltimore-may-15/32520104,Maryland
200 block of York St,Chester,2020-05-15,1681248,0,1,https://www.wbtv.com/2020/05/16/man-killed-chester-shooting/,South Carolina
380 E 201st St,Bronx,2020-05-15,1680808,1,0,http://brooklyn.news12.com/story/42137722/police-bedford-park-shooting-leaves-man-fighting-for-his-life,New York
323 Crescent Pl,Waterloo,2020-05-15,1681274,0,1,https://wcfcourier.com/news/local/crime-and-courts/update-with-name-police-continue-to-investigate-weekend-homicide/article_d5e220bd-0b04-5866-92c9-15ef771e17a4.html,Iowa
I 55 and Bogue Chitto Rd SW,Bogue Chitto,2020-05-15,1680389,1,2,https://www.wjtv.com/news/kidnapping-chase-ends-in-murder-suicide-in-lincoln-county/,Mississippi
Perwalt Ct,Orangeburg,2020-05-15,1684147,0,0,https://thetandd.com/news/local/crime-and-courts/orangeburg-home-vehicle-shot/article_a53efe66-c9a7-50a9-8e05-88734e2f1e52.html,South Carolina
6100 block of Birch Valley Dr,San Antonio,2020-05-15,1680715,1,0,https://www.ksat.com/news/local/2020/05/18/man-arrested-after-shooting-woman-in-the-neck-leaving-her-san-antonio-police-say/,Texas
3000 block of E Virginia Beach Blvd,Norfolk,2020-05-15,1681242,0,0,https://www.wavy.com/news/local-news/norfolk/norfolk-police-investigate-e-virginia-beach-boulevard-shooting-friday-night/,Virginia
Sam Hatcher Rd and Nine Mile Rd,Newport,2020-05-15,1680373,0,2,https://www.jdnews.com/news/20200515/alleged-murder-suicide-investigated-in-carteret-county,North Carolina
N/A,Myrtle Beach (Surfside Beach),2020-05-15,1681215,0,0,https://www.wmbfnews.com/2020/05/15/report-year-old-woman-threatens-shoot-former-roommate-over-shoes-surfside-beach/,South Carolina
N/A,Owensboro,2020-05-15,1680298,1,0,https://www.owensborotimes.com/news/2020/05/opd-investigating-shooting-involving-juvenile-victim/,Kentucky
700 block of Rudy Alley,Owensboro,2020-05-15,1681198,0,0,https://www.14news.com/2020/05/15/authorities-police-standoff-ongoing-owensboro/,Kentucky
4700 block of Michael Pl,Colorado Springs,2020-05-15,1680758,0,0,https://gazette.com/news/crime/wanted-woman-involved-in-4-hour-standoff-with-colorado-springs-police/article_f04ae0aa-9779-11ea-944d-b338ad377cfd.html,Colorado
6800 block of Dorchester Rd,North Charleston,2020-05-15,1680216,0,1,https://abcnews4.com/news/crime-news/two-suspects-identified-in-shooting-on-i-26-rest-stop-friday-morning,South Carolina
300 block of Engleside Dr,Richmond,2020-05-15,1680285,1,0,https://www.nbc12.com/2020/05/15/henrico-shooting-sends-woman-vcu-medical-center/,Virginia
N/A,Allentown,2020-05-15,1681096,1,0,https://www.wfmz.com/news/area/lehighvalley/allentown-police-investigate-3-separate-gunshot-wound-victims/article_78e33296-977a-11ea-b510-1b96ba40acc8.html,Pennsylvania
3600 block of West 32nd St,Cleveland,2020-05-15,1681129,1,0,https://www.news5cleveland.com/news/local-news/cleveland-metro/6-shootings-reported-in-cleveland-friday-night-and-saturday-morning,Ohio
3200 block of Meyer Ave,Cleveland,2020-05-15,1681127,1,0,https://www.news5cleveland.com/news/local-news/cleveland-metro/6-shootings-reported-in-cleveland-friday-night-and-saturday-morning,Ohio
1700 block of West 25th St,Cleveland,2020-05-15,1681125,1,0,https://www.news5cleveland.com/news/local-news/cleveland-metro/6-shootings-reported-in-cleveland-friday-night-and-saturday-morning,Ohio
51 Pennacook St,Manchester,2020-05-15,1681110,0,0,https://www.unionleader.com/news/crime/nashua-manchester-swat-raids-net-three-arrests/article_6186a4b0-34ce-5f22-ac01-3c25f8cfc440.html,New Hampshire
2500 block of N Martin Luther King Jr Dr,Milwaukee,2020-05-15,1680338,1,0,https://twitter.com/MilwaukeePolice/status/1261385936421568514,Wisconsin
500 S 7th St,Sierra Vista,2020-05-15,1683679,0,0,https://www.myheraldreview.com/news/crime/child-almost-hit-by-stray-bullet-in-drive-by-shooting-police-say/article_28f8b4e0-99fa-11ea-a7bf-23a66430f77a.html,Arizona
1624 Washington Ave N,Minneapolis,2020-05-15,1680764,2,0,https://www.startribune.com/2-minneapolis-shootings-leave-at-least-6-people-injured/570530562/,Minnesota
N/A,Blue Grass,2020-05-15,1682451,1,0,https://www.wqad.com/article/news/local/blue-grass-domestic-assault-gunshot/526-b5b45cfb-6af9-48db-9e2c-dbe103d36bf2,Iowa
1300 block of Southern Ave SE,Washington,2020-05-15,1680327,0,0,https://twitter.com/DCPoliceDept/status/1261385409713582080,District of Columbia
Westbrook Ln and Westbrook Cir,Madison,2020-05-15,1680324,0,0,https://madison.com/wsj/news/local/crime-and-courts/officers-called-to-southwest-side-on-gunshots-report-hear-more-shots-madison-police-say/article_558dd7d4-2bf6-5139-b978-9409f38c722e.html,Wisconsin
556 W 188th St,New York (Manhattan),2020-05-15,1680322,1,0,https://twitter.com/nyc_alerts911/status/1261379832958423048?s=21,New York
159 Maujer St,Brooklyn,2020-05-15,1680318,1,0,https://twitter.com/nyc_alerts911/status/1261350666376642560?s=21,New York
Old Plank Rd,Salisbury,2020-05-15,1681716,1,0,https://www.salisburypost.com/2020/05/16/man-found-with-gunshot-wound-on-front-porch-of-house/,North Carolina
2300 block of N 17th St,Milwaukee,2020-05-15,1681039,1,0,https://twitter.com/MilwaukeePolice/status/1261444875561525249,Wisconsin
N 44th St and W Keefe Ave,Milwaukee,2020-05-15,1680330,1,0,https://twitter.com/MilwaukeePolice/status/1261386164742664192,Wisconsin
1800 block of N 24th St,Terre Haute,2020-05-15,1680293,1,0,https://www.tribstar.com/news/update-police-seek-tips-in-investigation-of-early-morning-shooting/article_9a60298a-96a1-11ea-b384-3bd99b28e2af.html,Indiana
Rock Rd,Coden,2020-05-15,1680797,0,2,https://www.fox10tv.com/news/mobile_county/family-remembers-victim-of-double-homicide-in-coden/article_40c618a4-9704-11ea-b20f-8f984763e3de.html,Alabama
2600 block of N 47th St,Milwaukee,2020-05-15,1681035,1,0,https://twitter.com/MilwaukeePolice/status/1261445126229913601,Wisconsin
3300 block of S Palo Verde Blvd,Lake Havasu City,2020-05-15,1684033,0,0,https://www.lhcaz.gov/news/article/search-warrant-leads-to-guns-and-drugs,Arizona
Kiehl St,Aliquippa,2020-05-15,1681672,0,1,https://www.wpxi.com/news/local/beaver-county/man-arrested-after-body-found-with-multiple-gunshot-wounds/OGQQQSAFNVCO3AWG3EZ7Q545CA/,Pennsylvania
1600 block of Jackson St,Saint Paul,2020-05-15,1680848,0,1,https://kstp.com/news/victim-fatal-shooting-st-paul-identified-kenneth-hayes-jr/5733566/?cat=1,Minnesota
300 block of Greenwood Ave,Jackson,2020-05-15,1680417,0,1,https://www.wapt.com/article/woman-found-shot-to-death-on-greenwood-lane-jackson-police-say/32491408,Mississippi
2706 Dawson Dr,Chester,2020-05-15,1681245,1,0,https://www.heraldonline.com/news/local/crime/article242786466.html,South Carolina
Park St,Myrtle Beach,2020-05-15,1683230,1,0,https://abcnews4.com/news/local/man-shoots-at-boat-on-intracoastal-waterway-police-say,South Carolina
300 block of Revis St,Lagrange,2020-05-15,1681014,1,0,https://www.wtvm.com/2020/05/15/lagrange-police-searching-suspect-who-shot-man-chest-during-argument/,Georgia
100 block of South Glassell St,Orange,2020-05-15,1682395,0,0,https://ktla.com/news/local-news/watch-sale-in-orange-ends-in-attempted-theft-shooting/,California
Thurman Baccus Rd,Social Circle,2020-05-15,1680987,0,2,https://accesswdun.com/article/2020/5/903687/man-woman-found-dead-in-rural-social-circle-gbi-investigating,Georgia
1300 block of N Warman Ave,Indianapolis,2020-05-15,1680981,1,0,https://fox59.com/news/crimetracker/impd-respond-to-person-shot-on-near-west-side/,Indiana
6200 block of Radecke Ave,Rosedale,2020-05-15,1680141,1,0,https://baltimore.cbslocal.com/2020/05/15/baltimore-county-police-investigating-early-friday-morning-shooting/,Maryland
2 Atkins Ave,Neptune (Neptune City),2020-05-15,1681411,1,0,https://www.app.com/story/news/crime/jersey-mayhem/2020/05/16/asbury-park-village-shooting-investigated/5206558002/,New Jersey
Redan Rd,Stone Mountain,2020-05-15,1680984,1,1,https://www.cbs46.com/news/1-dead-another-in-critical-condition-following-redan-rd-shooting/article_01ea3e86-9712-11ea-9d8f-0f4be2ee3530.html,Georgia
1000 S Ladoga Rd,Crawfordsville,2020-05-15,1680974,0,0,"https://www.journalreview.com/stories/details-scarce-in-friday-shooting,120569",Indiana
600 block of Nevada St,Oakland,2020-05-15,1680967,1,0,http:// https://www.eastbaytimes.com/2020/05/16/one-killed-one-wounded-in-oakland-shootings-4/,California
132 New Painter Dr Rd,Gaffney,2020-05-15,1682303,0,3,https://www.foxcarolina.com/news/police-grandfather-also-found-dead-after-grandson-killed-father-in-murder-suicide-his-death-has/article_f8033990-96ee-11ea-874a-cf043a6072ac.html,South Carolina
4200 block of 6th St SE,Washington,2020-05-15,1680642,3,0,https://twitter.com/alanhenney/status/1261503702537510913,District of Columbia
600 E Marquette Rd,Chicago,2020-05-15,1680014,1,0,https://heyjackass.com/,Illinois
3800 W Grenshaw St,Chicago,2020-05-15,1680945,1,0,https://heyjackass.com/,Illinois
127 Jefferson St,Springfield,2020-05-15,1680943,1,0,https://www.masslive.com/news/2020/05/one-man-wounded-in-springfields-north-end-shooting.html,Massachusetts
232 NW Eighth Place,Ocala,2020-05-15,1681491,0,0,https://www.ocala.com/news/20200516/4-ocala-men-arrested-in-police-raid,Florida
Woodland St,Crestview,2020-05-15,1680929,0,0,https://weartv.com/news/local/crestview-man-in-custody-after-shots-fired-during-failed-drug-deal,Florida
314 SW 191st Ave,Pembroke Pines,2020-05-15,1680595,1,1,https://www.local10.com/news/local/2020/05/15/detectives-investigate-pembroke-pines-shooting/,Florida
1700 block of N Great Oak Rd,Peoria,2020-05-15,1680918,3,0,https://week.com/2020/05/16/violent-night-in-peoria-leaves-one-man-dead-in-officer-involved-shooting-another-three-injured-in-separate-incident/,Illinois
18795 US-441,Mount Dora,2020-05-15,1680684,0,1,https://www.dailycommercial.com/news/20200516/mount-dora-pd-investigating-shooting,Florida
8700 block of S Princeton Ave,Chicago,2020-05-15,1680910,1,0,https://www.nbcchicago.com/news/local/3-dead-at-least-12-wounded-in-weekend-shootings-across-chicago/2273153/,Illinois
800 block of N Saint Louis Ave,Chicago,2020-05-15,1680907,1,0,https://www.nbcchicago.com/news/local/3-dead-at-least-12-wounded-in-weekend-shootings-across-chicago/2273153/,Illinois
6600 block of S Wolcott Ave,Chicago,2020-05-15,1680904,2,0,https://www.nbcchicago.com/news/local/3-dead-at-least-12-wounded-in-weekend-shootings-across-chicago/2273153/,Illinois
7100 block of S Honore St,Chicago,2020-05-15,1680899,2,0,https://www.nbcchicago.com/news/local/3-dead-at-least-12-wounded-in-weekend-shootings-across-chicago/2273153/,Illinois
48000 block of 18th Ave S,Saint Petersburg,2020-05-15,1680221,1,0,https://www.wfla.com/news/pinellas-county/police-1-injured-in-st-pete-shooting/,Florida
9000 block of S Carpenter St,Chicago,2020-05-15,1680897,1,0,https://www.nbcchicago.com/news/local/3-dead-at-least-12-wounded-in-weekend-shootings-across-chicago/2273153/,Illinois
8620 Pine Forest Rd,Pensacola,2020-05-15,1683067,0,0,https://www.pnj.com/story/news/crime/2020/05/18/ecso-cantonment-man-shot-driver-who-cut-him-off-act-road-rage/5214655002/,Florida
600 block of S 38th St,Louisville,2020-05-15,1680114,0,1,https://www.wave3.com/2020/05/15/man-shot-killed-louisville-person-interest-custody/,Kentucky
2425 E 38th St,Indianapolis,2020-05-15,1680199,1,0,https://www.theindychannel.com/news/local-news/crime/two-people-stabbed-one-shot-in-busy-friday-morning-for-impd,Indiana
3000 block of W 18th St,Jacksonville,2020-05-15,1680189,0,1,https://www.firstcoastnews.com/article/news/local/jacksonville-man-dies-after-reportedly-mishandling-firearm/77-b50c9936-a95f-4d81-9622-2b21f406940f,Florida
5101 S Halsted St,Chicago,2020-05-15,1680871,0,1,https://chicago.suntimes.com/crime/2020/5/18/21262643/terry-johnson-murder-nathaniel-walker-back-of-the-yards-chicago,Illinois
West Avenue,Willimantic,2020-05-15,1680885,0,0,https://www.wfsb.com/news/suspect-in-custody-following-shooting-in-willimantic/article_bdc1dc16-9769-11ea-a30e-6706808beae3.html,Connecticut
300 block of W 108th Pl,Chicago,2020-05-15,1680873,1,1,https://chicago.suntimes.com/crime/2020/5/15/21260770/deandre-darling-roseland-shooting-man-killed-woman-hurt-gun-violence-108th,Illinois
2600 block of Hickory St,Saint Louis,2020-05-15,1680864,0,1,https://www.kmov.com/news/teen-arrested-in-connection-to-deadly-south-city-shooting/article_726141f2-9760-11ea-b9ce-2b38f0256ff8.html,Missouri
17400 block of SE Division St,Portland,2020-05-15,1681440,0,0,https://katu.com/news/local/police-investigating-se-portland-shooting-no-injuries,Oregon
1602 Cherry St,Toledo,2020-05-15,1680761,2,0,https://www.13abc.com/content/news/Two-injured-in-shooting-at-Cherry-and-Bancroft-570525101.html,Ohio
6744 Big Creek Pkwy,Cleveland (Middleburg Heights),2020-05-15,1682966,0,2,https://www.cleveland19.com/2020/05/18/police-investigating-suspected-murder-suicide-middleburg-heights/,Ohio
11 Kwethluk Street,Kwethluk,2020-05-15,1682956,0,0,https://www.kyuk.org/post/kwethluk-man-staged-rifles-and-fired-village-police-officer-according-troopers,Alaska
Flushing Ave and Nostrand Ave,Brooklyn,2020-05-15,1680830,1,0,https://twitter.com/nyc_alerts911/status/1261447213743517696?s=21,New York
