address,city,date,id,injured,killed,lat,lng,source,state
Perdue Avenue and Denune Avenue,Columbus,2/10/2020,1618437,1,0,40.0144776,-82.9530295,https://myfox28columbus.com/news/local/one-person-injured-in-northeast-columbus-shooting,Ohio
800 block of Bethune Rd,Baltimore,2/10/2020,1618710,1,2,39.245385,-76.620972,https://www.wbaltv.com/article/shooting-fatal-cherry-hill-baltimore-police-say/30859225,Maryland
4322 W 28th St,Little Rock,2/10/2020,1618377,1,0,34.7261669,-92.3221493,https://www.thv11.com/article/news/crime/woman-found-shot-in-stomach-at-28th-and-peyton/91-a2fa6443-442c-4e71-a0cd-99e8dd50a389,Arkansas
N 32nd St and Seward St,Omaha,2/10/2020,1619390,1,0,41.2692853,-95.9603245,https://www.wowt.com/content/news/Omaha-Police-look-for-shooter-who-shot-at-car-full-of-people-Monday-night-567772081.html,Nebraska
600 block of S 22nd St,Saint Joseph,2/10/2020,1619365,0,0,39.761809,-94.834193,https://www.newspressnow.com/news/local_news/gunfire-strikes-two-houses-overnight/article_698b3808-4cc9-11ea-a28f-efbed3d9eff1.html,Missouri
Stillman Street and Orchard Street,Bridgeport,2/10/2020,1618387,0,0,41.1923109,-73.1752664,https://www.doingitlocal.com/2020/02/bridgeport-news-shots-fired-231/,Connecticut
1085 North Montello St,Brockton,2/10/2020,1619350,0,0,42.1135746,-71.0277505,https://www.enterprisenews.com/news/20200211/for-4th-time-in-3-days-gunfire-erupts-in-brockton?rssfeed=true,Massachusetts
7900 block of Antelope Valley Point,Colorado Springs,2/10/2020,1618881,1,0,38.9450796,-104.7437734,https://www.kktv.com/content/news/D49-Springs-Ranch-Elementary-on-lockout-due-to-nearby-police-activity-568292331.html,Colorado
Madison Avenue,Cleveland,2/10/2020,1620057,0,0,41.4770076,-81.7677322,https://www.cleveland.com/metro/2020/02/armed-robber-pistol-whipped-man-during-home-invasion-in-cleveland-police-say.html,Ohio
Northhampton Street,Worcester,2/10/2020,1618397,2,0,36.081691,-86.138227,https://whdh.com/news/19-year-old-man-arrested-in-worcester-shooting-that-left-2-with-serious-injuries/,Massachusetts
Rollingwood Dr,Charlotte,2/10/2020,1620029,0,0,35.200564,-80.893102,https://www.wsoctv.com/news/local/boy-says-he-was-shot-while-waiting-school-bus-southwest-charlotte/67LKZLNFEZDSTBGS7UW5HS7YNY/,North Carolina
N/A,Elko,2/10/2020,1622058,0,0,41.1958128,-115.3272864,https://elkodaily.com/news/local/elko-man-arrested-in-theft-of-coins-firearm/article_393e2510-dfb3-507f-a1a6-15899ecff192.html,Nevada
208 Adams Street,Boston,2/10/2020,1619317,1,0,42.3019859,-71.059933,https://www.bostonglobe.com/2020/02/11/metro/police-shoot-man-during-confrontation-after-fields-corner-stabbing/?camp=bg:brief:rss:feedly&rss_id=feedly_rss_brief,Massachusetts
N/A,Albuquerque,2/10/2020,1619309,0,0,35.0841034,-106.6509851,https://www.kob.com/albuquerque-news/report-man-impersonated-a-deputy-to-an-undercover-officer/5640688/,New Mexico
6111 S 500 E,Gas City,2/10/2020,1619297,0,1,40.4588863,-85.5777532,https://www.wane.com/top-stories/sheriff-investigating-fatal-shooting-at-home-near-gas-city/,Indiana
N/A,Yavapai (county),2/10/2020,1619290,0,0,34.5668857,-112.5515965,https://ktar.com/story/2973368/ycso-woman-facing-multiple-charges-after-shooting-bb-gun-at-trooper/,Arizona
US-64,El Prado,2/10/2020,1620577,1,0,36.4762545,-105.7329532,"https://www.taosnews.com/stories/taos-county-man-critically-wounded-in-shooting-at-faustines-trailer-park,62316?",New Mexico
Walters Ln and Chavez Ln,District Heights (Forestville),2/10/2020,1618293,1,0,35.768654,-80.860371,https://twitter.com/alanhenney/status/1226963256763408386,Maryland
5204 Blue Clay Rd,Wilmington,2/10/2020,1619280,0,0,34.3411426,-77.8715418,https://www.wect.com/2020/02/11/man-accused-firing-rifle-roommates/,North Carolina
Goldleaf St and Myrtle Ave,Rocky Mount,2/10/2020,1619261,1,0,35.9462698,-77.7938479,https://www.wnct.com/local-news/police-investigate-shooting-in-rocky-mount-1-injured/,North Carolina
El Toro Rd and Wandering Trails,Mission Viejo,2/10/2020,1619267,0,0,33.6699258,-117.6263344,https://www.ocregister.com/2020/02/10/shots-fired-at-vehicle-in-mission-viejo-lead-to-standoff-arrest/,California
3800 block of Brookdale Ave,Oakland,2/10/2020,1619252,1,0,37.785276,-122.20719,https://www.eastbaytimes.com/2020/02/10/police-investigate-east-oakland-injury-shooting-6/,California
6900 block of Crafton Ave,Bell,2/10/2020,1619250,0,1,33.972015,-118.174557,https://abc7.com/authorities-investigating-after-man-fatally-shot-in-bell/5919949/,California
3007 Shamrock Dr,Charlotte,2/10/2020,1619248,1,0,35.2367551,-80.7753718,https://www.wsoctv.com/news/local/1-shot-east-charlotte-convenience-store-officials-say/2AUGSJ7NQ5CYNL4QGOQS5OKUKQ/,North Carolina
Hyde Park Blvd and Crenshaw Blvd,Los Angeles,2/10/2020,1618258,3,0,33.9812605,-118.3235714,http://ktla.com/2020/02/10/3-wounded-after-gunman-opens-fire-in-hyde-park-neighborhood/,California
50 Marshland Rd,Hilton Head Island,2/10/2020,1621331,0,0,32.2025077,-80.7122173,https://www.islandpacket.com/news/local/crime/article240295971.html,South Carolina
W Blue Ridge Dr and Old Bramlett Rd,Parker,2/10/2020,1619228,1,0,36.124243,-86.072986,https://www.wyff4.com/article/man-in-stable-condition-after-being-found-shot-along-west-blue-ridge-drive-in-greenville-county/30871568,South Carolina
2502 Hanna Ave,Corcoran,2/10/2020,1619276,1,0,36.099692,-119.5556493,https://abc30.com/21-year-old-arrested-for-shooting-man-at-corcoran-apartment-complex/5927902/,California
I-20 and Martin Luther King Jr Dr,Atlanta,2/10/2020,1619170,1,0,33.7490987,-84.3901849,https://www.ajc.com/news/crime--law/new-woman-faces-aggravated-assault-charge-accused-shooting-man-foot/WRWV5dbzmfgOuvgQHFVMNJ/,Georgia
Kings Peak Rd,Whitethorn,2/10/2020,1620542,0,0,40.21799,-79.49156,https://lostcoastoutpost.com/2020/feb/11/wanted-subject-aaron-arlotta-arrested/,California
N/A,Etter,2/10/2020,1626058,2,0,35.4254653,-119.0894786,https://lostcoastoutpost.com/2020/feb/21/ettersburg-murder-suspect-enters-not-guilty-plea-a/,California
3200 Block of Wrenwood Ct,Loganville,2/10/2020,1619163,0,1,35.801251,-80.879857,https://www.ajc.com/news/crime--law/breaking-suspect-arrested-death-man-killed-gwinnett-driveway/wE1xe2AV1HyTYkLcS5tJIN/,Georgia
1300 block of Olive St,Indianapolis,2/10/2020,1618140,0,1,39.749682,-86.138565,https://www.indystar.com/story/news/crime/2020/02/10/indianapolis-crime-1-killed-south-side-olive-street-shooting/4712703002/,Indiana
Third St and Concord St,Macon,2/10/2020,1619194,0,1,35.764471,-80.887886,https://www.macon.com/news/local/crime/article241181941.html,Georgia
Townline Rd,Makinen,2/10/2020,1618493,0,0,44.318664,-85.210441,https://kstp.com/news/man-arrested-allegedly-shot-at-vehicle-st-louis-county/5640738/?cat=1,Minnesota
400 block of Ruffian Ct,Annapolis,2/10/2020,1619107,1,0,39.028595,-76.438916,https://foxbaltimore.com/news/local/police-search-for-two-suspects-after-teen-shot-in-annapolis,Maryland
200 block of E Thompson Rd,Indianapolis,2/10/2020,1619151,1,0,39.6929225,-86.157647,https://www.theindychannel.com/news/local-news/crime/person-seriously-injured-in-shooting-on-south-side-of-indianapolis,Indiana
3200 block of Midvale Dr,Janesville,2/10/2020,1618227,0,2,42.713394,-88.980028,https://chippewa.com/news/state-and-regional/former-badger-marcus-randle-el-arrested-in-janesville-double-homicide/article_48bb8ab2-d6c9-52ab-ba4a-c810a83b1032.html,Wisconsin
I-40,Ash Fork,2/10/2020,1621260,0,0,35.2250114,-112.4840675,https://www.dcourier.com/news/2020/feb/13/recent-ycso-k9-team-cases-include-large-seizures-m/,Arizona
Blair Stone Rd,Tallahassee,2/10/2020,1619885,0,0,30.446011,-84.2507346,https://www.tallahassee.com/story/news/2020/02/12/one-charged-shooting-midday-traffic-blair-stone-road/4736605002/,Florida
US-191,Clifton,2/10/2020,1619199,0,1,33.0382906,-109.2964214,https://gilaherald.com/ex-wife-of-clifton-homicide-victim-arrested-for-conspiracy-to-commit-murder/,Arizona
Hope St,Rock Hill,2/10/2020,1618168,0,0,34.928998,-81.020922,https://www.heraldonline.com/news/local/crime/article240148353.html,South Carolina
4951 International Dr,Orlando,2/10/2020,1618585,0,1,28.4750673,-81.4514825,https://www.clickorlando.com/news/local/2020/02/11/manager-killed-at-orlando-under-armour-store-was-sweet-caring-family-says/,Florida
W South St,Orlando,2/10/2020,1619139,0,1,28.5385775,-81.4111742,https://www.wesh.com/article/orlando-police-investigate-overnight-homicide-2112020/30870394,Florida
800 W Lexington St,Baltimore,2/10/2020,1618291,0,1,39.2908066,-76.6396828,https://www.baltimoresun.com/news/crime/bs-md-ci-cr-west-lexington-fatal-shooting-20200210-prgekohqmzatlexu3vlltro6em-story.html,Maryland
Foxhall Rd,Greenville,2/10/2020,1618150,1,0,34.784357,-82.381929,https://www.wyff4.com/article/one-hurt-in-overnight-shooting-in-greenville-county-dispatch-says/30848271,South Carolina
1100 block of Madison St,Annapolis,2/10/2020,1619123,0,0,38.9665994,-76.4930442,https://www.capitalgazette.com/news/crime/ac-cn-shots-fired-madison-st-20200210-xtdrnhts5zfijmkv2qfyjj5kme-story.html,Maryland
800 block of Cedarwood Ct,Indianapolis,2/10/2020,1619101,1,0,39.776547,-86.293895,https://www.wthr.com/article/west-side-shooting-victim-taken-hospital-serious-condition,Indiana
I-295 and Blanding Blvd,Jacksonville,2/10/2020,1619098,1,0,30.3321838,-81.655651,https://www.news4jax.com/news/local/2020/02/10/police-investigate-shooting-on-i-295-near-roosevelt/,Florida
2039 Niblick Dr,Jacksonville,2/10/2020,1619091,1,0,30.2818283,-81.7434368,https://www.news4jax.com/news/local/2020/02/11/police-1-wounded-in-domestic-related-shooting-at-westside-apartment-complex/,Florida
200 block of W Reed St,Dover,2/10/2020,1619064,4,1,39.159132,-75.528872,http://firststateupdate.com/2020/02/just-in-one-dead-several-others-wounded-by-gunfire-in-dover/,Delaware
4400 block of Bondale Dr,Columbus,2/10/2020,1618107,0,0,32.506884,-84.906391,https://www.wtvm.com/2020/02/10/columbus-police-investigating-shooting-bondale-dr/,Georgia
2520 Northbrooke Plaza Dr,Naples,2/10/2020,1619060,1,0,35.817433,-80.871764,https://www.nbc-2.com/story/41684735/deputies-investigate-shooting-at-naples-7eleven,Florida
2300 block of Good Hope Rd SE,Washington,2/10/2020,1618042,1,0,38.8645478,-76.9741515,https://mpdc.dc.gov/release/arrest-made-assault-dangerous-weapon-gun-2300-block-good-hope-road-southeast,District of Columbia
22500 Wims Rd,Clarksburg,2/10/2020,1619783,0,0,39.2258442,-77.2653469,https://www.fox5dc.com/news/clarksburg-students-gun-stolen-by-classmates-in-school-bathroom-police-say,Maryland
N Rush St and E Oak St,Chicago,2/10/2020,1619011,0,0,41.8917123,-87.6253758,https://chicago.suntimes.com/2020/2/11/21132738/man-carjacked-masked-jeep-trailhawk-gold-coast,Illinois
1200 block of NW 8th Place,Cape Coral,2/10/2020,1618055,1,0,26.6749994,-81.991664,https://www.winknews.com/2020/02/10/teen-returns-home-after-gunshot-wound-to-the-leg/,Florida
6300 block of S Eberhart Ave,Chicago,2/10/2020,1618025,2,0,41.780158,-87.613314,https://chicago.suntimes.com/crime/2020/2/10/21131102/woodlawn-drive-by-2-men-shot-gun-violence-eberhart,Illinois
E 39th St and Snyder Ave,Brooklyn,2/10/2020,1618660,0,0,40.6263604,-73.9382968,https://twitter.com/NYC_Alerts911/status/1227024715849531395,New York
139 Clinton Ave,Newark,2/10/2020,1618943,1,1,40.724401,-74.184155,https://www.nj.com/essex/2020/02/21-year-old-man-killed-female-injured-in-newark-shooting.html,New Jersey
1713 Piedmont St,Irving,2/10/2020,1621097,0,2,32.819185,-96.9680738,https://www.nbcdfw.com/news/local/2-dead-in-apparent-murder-suicide-in-irving-police/2311031/,Texas
N/A,Willow,2/10/2020,1620400,0,0,61.8050465,-149.7367793,https://dailydispatch.dps.alaska.gov/Home/DisplayIncident?incidentNumber=AK20009487,Alaska
1000 block of SE 146th Ct,Vancouver,2/10/2020,1618975,0,0,45.612486,-122.523053,https://www.columbian.com/news/2020/feb/10/vancouver-police-seize-5-firearms-from-home-of-convicted-felon/,Washington
8100 block of Ned Ave,Baton Rouge,2/10/2020,1618953,1,0,30.3559707,-91.1370272,https://www.wafb.com/2020/02/10/one-injured-after-early-morning-shooting-ned-ave/,Louisiana
Ross Ave and Coal St,Pittsburgh (Wilkinsburg),2/10/2020,1618937,1,0,40.5691125,-79.8042745,https://pittsburgh.cbslocal.com/2020/02/10/county-police-investigating-shooting-wilkinsburg/,Pennsylvania
101 MGM National Ave,Oxon Hill,2/10/2020,1617991,0,0,38.7948085,-77.0095626,https://twitter.com/alanhenney/status/1226771462775767040,Maryland
Preston St and Spring Garden St,Philadelphia,2/10/2020,1618935,1,0,39.952733,-75.204188,https://philadelphia.cbslocal.com/2020/02/10/police-28-year-old-man-critically-injured-after-being-shot-3-times-in-west-philadelphia/,Pennsylvania
300 block of N 62nd St,Philadelphia,2/10/2020,1618933,0,0,39.967198,-75.243827,https://philadelphia.cbslocal.com/2020/02/10/police-man-arrested-after-firing-several-shots-at-officers-in-west-philadelphia/,Pennsylvania
Sykes Park Dr,Jackson,2/10/2020,1618906,0,1,32.2477252,-90.2392735,https://www.wapt.com/article/body-found-in-skyes-road-jackson-police-say/30855570,Mississippi
3400 block of Mueller St,Corpus Christi,2/10/2020,1618925,0,0,27.7997572,-97.4329695,https://www.kristv.com/news/local-news/third-shooting-takes-place-on-west-side-no-injuries-reported,Texas
2500 block of Goliad St,Corpus Christi,2/10/2020,1618924,0,0,27.7704471,-97.4212152,https://www.kristv.com/news/local-news/second-drive-by-shooting-reported-on-west-side,Texas
300 block of Baker Dr,Corpus Christi,2/10/2020,1618923,0,0,27.789944,-97.43823,https://www.kristv.com/news/local-news/west-side-apartment-hit-in-drive-by-shooting,Texas
115 Cinnamon Dr,Katy,2/10/2020,1618797,1,0,35.102309,-80.527543,https://www.click2houston.com/news/local/2020/02/10/1-injured-2-at-large-after-business-owner-opens-fire-on-intruders-deputies-say/,Texas
Nancy Dr,Phenix City,2/10/2020,1619207,1,0,32.4907032,-85.0490903,https://www.wtvm.com/2020/02/10/phenix-city-police-investigating-car-burglaries-turned-shooting/,Alabama
5304 Winchester Rd,Memphis,2/10/2020,1619736,0,0,35.0526194,-89.9848341,https://wreg.com/news/shooting-sends-bullets-flying-through-food-truck-in-southeast-memphis/,Tennessee
5414 Airline Dr,Houston,2/10/2020,1618884,0,1,29.8463226,-95.384032,https://www.khou.com/article/news/crime/man-shot-at-north-houston-mcdonalds-has-died/285-13ce67d8-e9aa-4d20-87db-f0b3e9d3a75c,Texas
11911 Greenville Ave,Dallas,2/10/2020,1619479,0,1,32.9115673,-96.7467261,https://dpdbeat.com/2020/02/11/arrest-made-in-homicide-on-greenville-avenue/,Texas
3332 Newburg Rd,Louisville,2/10/2020,1618900,0,0,38.2009557,-85.6864326,https://www.wdrb.com/news/police-jcps-employee-made-threats-online-came-to-district-s/article_f9db9c66-4c7b-11ea-8f4e-e39d810d8822.html,Kentucky
1900 block of Alison Ave,Shreveport,2/10/2020,1619727,0,1,36.016442,-86.116028,https://www.shreveporttimes.com/story/news/crime/2020/02/11/several-subjects-detained-near-jimmy-davis-bridge-after-shooting-bossier-city/4721348002/,Louisiana
705 Rabbit Blvd,Atlanta,2/10/2020,1620342,0,0,33.123365,-94.145389,https://www.easttexasmatters.com/news/top-stories/east-texas-student-placed-under-arrest-after-bringing-gun-to-campus/,Texas
N/A,Hattiesburg,2/10/2020,1618892,0,0,31.3271189,-89.2903392,https://impact601.com/news/forrest-county-jail-docket-february/article_412579be-4c29-11ea-b568-7f4a049f44a9.html,Mississippi
Del Mar Dr and Carmel Dr,Colorado Springs,2/10/2020,1618877,1,0,38.8038323,-104.7776388,https://www.kktv.com/content/news/Woman-shot-in-the-stomach-in-Colorado-Springs-investigation-underway-567745781.html,Colorado
Locust Ln and N Highland Ave,Jackson,2/10/2020,1618875,1,0,35.6377982,-88.8214935,https://www.wbbjtv.com/2020/02/10/jpd-one-injured-in-late-night-shooting/,Tennessee
Lazy Creek Cir,Albertville,2/10/2020,1618230,0,1,32.402895,-87.034326,https://www.tv24.tv/single-post/2020/02/10/Officer-Involved-Shooting-Near-Albertville,Alabama
9900 block of Fressia Ln,Fort Worth,2/10/2020,1620334,1,0,32.7294969,-97.4985042,https://www.wfaa.com/article/news/crime/man-shot-in-the-shoulder-during-argument-fort-worth-police-say/287-c598fa80-6cbc-4a42-902c-da1040bb3c7e,Texas
Keri Cove and Douglas Dr,Olive Branch,2/10/2020,1618309,1,0,34.9735532,-89.8918911,http://wreg.com/2020/02/10/large-police-presence-in-olive-branch-neighborhood/,Mississippi
Robbins St and Erdrick St,Philadelphia,2/10/2020,1617919,0,1,40.0443327,-75.0892263,https://6abc.com/man-gunned-down-while-sitting-in-car-in-wissinoming-/5916571/,Pennsylvania
5700 block of Crowder Blvd,New Orleans,2/10/2020,1620319,0,1,30.0281054,-89.9924558,https://www.nola.com/news/crime_police/article_be16b44a-4de8-11ea-8880-9f23066b1ba1.html,Louisiana
400 block of Eminence Row,Jackson,2/10/2020,1618904,0,1,32.348705,-90.18313,https://www.clarionledger.com/story/news/2020/02/13/jackson-shooting-victim-dies-days-later-seventh-homicide-year/4747294002/,Mississippi
2415 Halls Hill Pike,Murfreesboro,2/10/2020,1618303,1,0,35.8577422,-86.3441033,https://www.wsmv.com/news/see-video-of-suspect-in-m-boro-robbery-and-shooting/article_533c59c4-4d14-11ea-914f-6ba498adeefa.html,Tennessee
110 Vintage Park Blvd,Houston,2/10/2020,1618812,2,0,29.9963173,-95.5743549,https://www.khou.com/article/news/crime/2-store-employees-shot-during-reported-robbery-in-northwest-harris-county/285-37c247e2-16aa-4373-91ad-2dd04726bd7d,Texas
Beatline Rd,Tunica,2/10/2020,1619674,1,0,35.784942,-80.890324,https://wreg.com/news/tunica-deputies-searching-for-possible-drive-by-shooting-suspect/,Mississippi
6003 Abrams Rd,Dallas,2/10/2020,1618785,0,1,32.8584712,-96.7480996,https://www.nbcdfw.com/news/local/amber-alert-issued-for-dallas-children-ages-1-and-7-years-old/2308277/,Texas
1513 Red Oak Cir,Azle,2/10/2020,1618802,0,3,32.8640119,-97.5296893,https://www.wfaa.com/article/news/local/eagle-mountain-lake-deaths-murder-suicide/287-dc71aa52-72b2-4c8c-96bc-7f65fab487ef,Texas
132 KY-522,Baxter,2/10/2020,1618692,0,0,35.83449,-80.762174,https://mountain-topmedia.com/juvenile-charged-with-bringing-gun-to-school-in-harlan-county/,Kentucky
205 Deaderick Rd,Forrest City,2/10/2020,1618172,2,1,35.0284108,-90.7930531,https://www.kait8.com/2020/02/12/walmart-reopens-forrest-city-days-after-deadly-officer-involved-shooting/,Arkansas
400 block of 16th St,Virginia Beach,2/10/2020,1619405,1,0,36.8435536,-75.9772578,https://www.13newsnow.com/article/news/crime/shooting-near-virginia-beach-vibe-district/291-c666554d-fa23-488e-b16d-d3675a4ab858,Virginia
3076 Jadaro Ct,Cincinnati,2/11/2020,1619614,1,1,39.1407745,-84.6193068,https://www.wlwt.com/article/police-1-dead-another-seriously-injured-after-hourslong-swat-standoff-at-westwood-apartment/30868259,Ohio
400 block of Berkeley Rd,Columbus,2/11/2020,1619619,1,0,39.9589839,-82.9560262,https://www.nbc4i.com/news/local-news/one-injured-in-shooting-in-east-columbus/,Ohio
100 block of S Warren Ave,Columbus,2/11/2020,1619617,1,0,39.9530837,-83.0713914,https://www.nbc4i.com/news/local-news/columbus-police-one-injured-in-west-side-shooting/,Ohio
15471 Old US 63,Sturgeon,2/11/2020,1620285,1,0,35.984287,-86.073959,https://krcgtv.com/news/local/one-person-seriously-injured-in-sturgeon-shooting-suspect-in-custody,Missouri
113 William St,Newburgh,2/11/2020,1619600,0,0,41.495474,-74.016259,https://midhudsonnews.com/2020/02/11/newburgh-pd-investigate-shot-spotter-activation/,New York
1000 block of Garden St,Flint,2/11/2020,1625545,1,0,35.783193,-80.953304,https://www.miheadlines.com/2020/02/20/flint-man-shot-by-home-owner-for-attempting-to-gain-entry-while-armed-with-a-knife/,Michigan
2245 Jacksboro Pike,La Follette,2/11/2020,1619396,1,0,36.3459396,-84.1616254,https://www.wbir.com/article/news/local/police-teen-accidentally-shots-himself-with-gun-left-in-dashboard-of-parents-car/51-b95adba3-2607-4cf2-a0a1-ce5643c00c0b,Tennessee
424 W Fillmore St,Colorado Springs,2/11/2020,1620271,0,1,38.8758139,-104.8287227,https://krdo.com/news/2020/02/12/homicide-investigation-underway-at-colorado-springs-shopping-center/,Colorado
6300 block of Grayson Bend Dr,Katy,2/11/2020,1620344,1,0,35.109001,-80.526095,https://www.khou.com/article/news/crime/man-admits-to-shooting-17-year-old-in-face-outside-katy-area-home-deputies-say/285-a8744ac6-5b3f-45b5-af99-310d7f6fd7df,Texas
East Poplar St and South Tremont St,York,2/11/2020,1619332,1,0,39.9668567,-76.705294,https://www.yorkdispatch.com/story/news/crime/2020/02/19/police-teen-arrested-connection-east-poplar-street-shooting/4808177002/,Pennsylvania
2900 block of Kingman Ave,Des Moines,2/11/2020,1620260,0,0,41.596464,-93.696329,https://www.desmoinesregister.com/story/news/crime-and-courts/2020/02/11/teenagers-arrested-after-chase-near-des-moines-roosevelt-high/4726156002/,Iowa
Clay Hill Rd,Tivoli,2/11/2020,1620236,1,0,42.0551208,-73.9026496,https://www.poughkeepsiejournal.com/story/news/local/2020/02/12/tivoli-shooting-under-dutchess-county-sheriffs-office-investigation/4736377002/,New York
410 Plano Richpond Rd,Bowling Green,2/11/2020,1619626,1,0,40.219809,-79.495329,https://www.bgdailynews.com/news/deputy-shooting-followed-argument-over-loud-music/article_bcffac8c-a2c8-578c-9c13-b248a081e760.html,Kentucky
800 block of N Adams St,Wilmington,2/11/2020,1619076,1,0,39.746885,-75.557497,https://www.delawareonline.com/story/news/2020/02/11/wilmington-gun-violence-police-investigate-north-adams-street-shooting/4723163002/,Delaware
1600 block of Moreland Ave,Baltimore,2/11/2020,1619500,1,0,39.3064229,-76.6559937,https://www.wbal.com/article/435701/3/man-shot-in-west-baltimore,Maryland
1690 Ralph Ave,Brooklyn,2/11/2020,1619746,0,1,40.6356447,-73.91944,http://brooklyn.news12.com/story/41850883/police-release-image-of-pair-wanted-in-connection-to-fatal-shooting-of-22yearold-in-canarsie,New York
2500 block of Thorne St,Amarillo,2/11/2020,1620853,1,0,35.83272,-80.836455,https://www.myhighplains.com/news/update-to-tuesday-nights-multiple-shootings/,Texas
Red Robin Drive East,Jacksonville,2/11/2020,1619685,0,1,30.2724547,-81.7636525,https://www.news4jax.com/news/local/2020/02/27/man-charged-with-murder-in-shooting-death-of-38-year-old/,Florida
900 block of Princeton Rd,Johnson City,2/11/2020,1620207,0,1,36.3557265,-82.3676126,https://www.johnsoncitypress.com/law-enforcement/2020/02/12/Johnson-City-police-investigate-shooting-death.html,Tennessee
1200 Ridgeway Dr,Wichita Falls,2/11/2020,1620830,0,0,33.936601,-98.525158,https://www.timesrecordnews.com/story/news/local/2020/02/11/wichita-falls-police-respond-reports-shots-fired/4731044002/,Texas
Luella St and Wilson Ave,Saint Paul,2/11/2020,1620824,1,0,44.9411202,-93.0171244,https://www.twincities.com/2020/02/12/2-men-who-are-brothers-arrive-at-separate-st-paul-hospitals-after-being-shot/,Minnesota
12000 US-92,Seffner,2/11/2020,1620193,0,0,28.007711,-82.2720115,https://patch.com/florida/brandon/student-brought-loaded-gun-hillsborough-school-sheriff,Florida
Twin Oaks Ln,Danville,2/11/2020,1621591,0,0,36.5452143,-79.3976914,https://www.godanriver.com/news/local/bogus-call-of-someone-shot-with-arrow-in-danville-turns/article_2bd0f2e9-e1c8-5f70-936e-a368d8da6245.html,Virginia
Hamline Ave N and University Ave W,Saint Paul,2/11/2020,1620818,1,0,44.96527,-93.1568673,https://www.twincities.com/2020/02/12/2-men-who-are-brothers-arrive-at-separate-st-paul-hospitals-after-being-shot/,Minnesota
2401 Dumas Dr,Amarillo,2/11/2020,1620842,2,0,35.2365269,-101.8308563,https://www.newschannel10.com/2020/02/13/injured-after-series-shooting-near-thompson-park-tuesday-night/,Texas
FM 1452,Madisonville,2/11/2020,1620815,0,0,30.953745,-95.926178,https://www.kbtx.com/content/news/ALERT-Madison-County-urging-residents-to-lock-doors-stay-inside-due-to-manhunt-567781051.html,Texas
10000 block of Moultrie Road,Glen Allen,2/11/2020,1620120,1,0,35.01414,-80.595795,https://www.wric.com/news/crime/henrico-police-investigating-shooting-in-a-west-end-neighborhood/,Virginia
Tusculum Rd,Nashville,2/11/2020,1619398,0,0,36.0523507,-86.6835493,https://www.wsmv.com/news/injured-in-violent-home-invasion-in-south-nashville/article_29e9a5c2-4cbf-11ea-937f-ebabed8a335a.html,Tennessee
15000 block of Alleghany Rd,Camptonville,2/11/2020,1620781,1,0,35.719755,-80.939916,https://www.theunion.com/news/crime/suspects-sought-in-camptonville-shooting/,California
25 Wesleyan Way,Dallas,2/11/2020,1621488,2,1,35.760491,-80.858727,https://www.ajc.com/news/crime--law/fatally-shot-injured-paulding-county-domestic-dispute/mjxAT2dCRmcwchjzbqe1xH/,Georgia
12200 block of Lake Stone Dr,Austin (Bee Cave),2/11/2020,1624002,0,0,35.83272,-80.836455,https://news4sanantonio.com/news/local/us-marshals-arrest-suspect-from-home-invasion-robbery-near-bee-cave,Texas
14900 Union Ave,Lakewood,2/11/2020,1619496,0,1,47.1535338,-122.4834529,https://www.thenewstribune.com/news/local/crime/article241657751.html,Washington
Buchanan St and Bigley Ave,Charleston,2/11/2020,1619417,1,0,38.3614224,-81.6388146,https://www.wowktv.com/news/local/charleston-police-identify-homicide-victim/,West Virginia
5919 W Commerce,San Antonio,2/11/2020,1620757,1,0,33.2442615,-95.9006353,https://www.ksat.com/news/local/2020/02/12/teen-hospitalized-after-shooting-on-west-side/,Texas
200 block of Lyndon Cir,Waco,2/11/2020,1621454,2,0,31.5308207,-97.1157527,https://www.kwtx.com/content/news/Police-respond-to-overnight-shooting-3-wounded--567798781.html,Texas
1112 W 2nd St,Waterloo,2/11/2020,1619356,0,2,42.4900284,-92.3526387,https://www.weareiowa.com/news/local-news/man-suspected-in-2-iowa-slayings-surrenders-in-illinois/,Iowa
N/A,Trenton,2/11/2020,1619379,1,0,40.1757537,-101.0131604,https://www.nptelegraph.com/news/state-patrol-investigating-officer-involved-shooting-in-trenton/article_171124ec-4cfc-11ea-8866-9f1fe5d04752.html,Nebraska
Novarese Ave and Berclair Rd,Memphis,2/11/2020,1619719,0,1,35.1547762,-89.9095806,https://www.wmcactionnews5.com/2020/02/20/man-arrested-murder-young-father/,Tennessee
1100 block of West Main Street,Stroudsburg,2/11/2020,1619377,0,0,40.9841178,-75.2053169,https://www.mcall.com/news/breaking/mc-nws-strousburg-attempted-homicide-charge-20200211-ufijvwjoejh27gmoydoohanhxu-story.html,Pennsylvania
Ave 56 and Ash St,Los Angeles,2/11/2020,1619580,0,1,34.1183857,-118.19698,https://mynewsla.com/crime/2020/02/12/authorities-id-man-fatally-shot-in-highland-park-three-suspects-being-sought/,California
Wilbanks Rd,Crossville,2/11/2020,1619689,2,0,36.100358,-86.162993,https://www.wsmv.com/news/man-allegedly-shoots-people-charged-with-aggravated-assault-in-cumberland/article_03b12c62-4dab-11ea-ad01-e7ee02c1bd3d.html,Tennessee
